,text,predicted_posize,value_posize,predicted_podisease,value_podisease,predicted_poage,value_poage,predicted_poss,value_poss,predicted_prdisease,value_prdisease,predicted_pogender,value_pogender,predicted_poprocedure,value_poprocedure,predicted_prss,value_prss,predicted_potreatment,value_potreatment,predicted_pophyconditon,value_pophyconditon,predicted_prbehavior,value_prbehavior,predicted_pomedhistory,value_pomedhistory,predicted_poclinical,value_poclinical,predicted_iprocedure,value_iprocedure,predicted_idiagnostic,value_idiagnostic,predicted_idisease,value_idisease,predicted_idiagnostictest,value_idiagnostictest,predicted_iss,value_iss,predicted_otreatment,value_otreatment,predicted_opatient,value_opatient
986,the blockade tended to blunt the hypokalemic effect of hct,0.067910306,0,0.098451033,0,0.056155413,0,0.081711963,0,0.101752438,0,0.05926742,0,0.070552938,0,0.063086234,0,0.045385513,0,0.083039723,0,0.039517842,0,0.041501395,0,0.045607951,0,0.142529607,0,0.098130547,0,0.064238511,0,0.058311764,0,0.079364337,0,0.367545038,1,0.118129626,0
987,effects of the drugs tend be additive across these dose ranges,0.066789821,0,0.097660489,0,0.054610323,0,0.080115609,0,0.097951062,0,0.058009546,0,0.068701372,0,0.060379617,0,0.044095561,0,0.080242664,0,0.037848122,0,0.039993685,0,0.045089468,0,0.145064563,0,0.096754059,0,0.061008099,0,0.056610517,0,0.076031454,0,0.344767958,1,0.11543227,0
988,lower dose combination therapies that are likely to be as effective as highdose monotherapies,0.06254416,0,0.094564818,0,0.053406596,0,0.077344328,0,0.101459265,0,0.057315532,0,0.068877295,0,0.060124729,0,0.044509709,0,0.079099759,0,0.038163122,0,0.041294333,0,0.044245083,0,0.165005058,0,0.099846162,0,0.062540397,0,0.058135379,0,0.076309592,0,0.350607306,1,0.114157148,0
989,revascularized anterior wall ami and depressed left ventricular function,0.067887045,0,0.111382194,0,0.053041846,0,0.078526676,0,0.084110238,1,0.053650156,0,0.061743543,0,0.054504886,0,0.041460682,0,0.078283094,0,0.035975192,0,0.035808761,0,0.042602852,0,0.140847489,0,0.08957807,0,0.052562218,0,0.05226611,0,0.068429403,0,0.271142483,0,0.103544012,0
990,underwent a second cardiac catheterization 5 to 12 days after ami,0.07574971,0,0.108972259,0,0.052745368,0,0.064399347,0,0.070055969,0,0.048432432,0,0.046095442,0,0.042702835,0,0.039071955,0,0.059103459,0,0.031473309,0,0.035614066,0,0.04209201,0,0.338224739,1,0.085570715,0,0.0421912,0,0.052885018,0,0.060194138,0,0.139588952,0,0.076791875,0
991,intracoronary infusion was carried out,0.086545274,0,0.101670116,0,0.05913518,0,0.064975291,0,0.079518691,0,0.057089143,0,0.046826746,0,0.04426939,0,0.041358549,0,0.060481019,0,0.033561993,0,0.042392686,0,0.048519772,0,0.481589109,1,0.095218271,0,0.04623726,0,0.061077867,0,0.066620551,0,0.135170415,0,0.081229307,0
992,receive either an intracoronary infusion of autologous mononuclear bone marrow cells or systemic administration of granulocyte colony stimulating factor,0.068602882,0,0.110878013,0,0.048927557,0,0.065746076,0,0.073921986,0,0.047224883,0,0.049814135,0,0.045637295,0,0.038463227,0,0.061181128,0,0.031861678,0,0.03298581,0,0.040368024,0,0.25269115,1,0.08793398,0,0.044802293,0,0.050187003,0,0.06061253,0,0.174022079,0,0.079003081,0
993,intracoronary infusion of bone marrow cells in patients with ami results in favorable remodelling of the left ventricle and improvement in ejection fraction,0.065093853,0,0.096858226,0,0.057886407,0,0.080748618,0,0.105494894,0,0.057553813,0,0.069625273,0,0.065470122,0,0.046933841,0,0.080911547,0,0.03964521,0,0.042811204,0,0.046408378,0,0.147831723,0,0.101763099,0,0.066718712,0,0.058186695,0,0.080936,0,0.364893228,1,0.115212485,0
994,better short term functional recovery than previously reported,0.061054572,0,0.101319239,0,0.057531271,0,0.088252358,0,0.100869998,0,0.064148925,0,0.076984279,0,0.06211612,0,0.04428136,0,0.090831131,0,0.039853167,0,0.042847272,0,0.043974373,0,0.139010623,0,0.097423553,0,0.062745884,0,0.058864277,0,0.076662652,0,0.347636521,1,0.123403169,0
995,27 consecutive patients,0.314289719,1,0.173848391,0,0.116470084,0,0.090773165,0,0.083894216,0,0.080934793,0,0.049663667,0,0.06063379,0,0.065249242,0,0.070030414,0,0.045258664,0,0.061424144,0,0.060504127,0,0.205071077,0,0.091472767,0,0.057987619,0,0.0732724,0,0.076419659,0,0.128580183,0,0.102993935,0
996,age 59 12 years,0.190426573,0,0.15409492,0,0.14078477,1,0.093340062,0,0.068507545,0,0.08289893,0,0.04728521,0,0.050668187,0,0.056030102,0,0.07087069,0,0.046831295,0,0.065527976,0,0.065063722,0,0.204389617,0,0.086090207,0,0.046101335,0,0.070794679,0,0.069700912,0,0.107848011,0,0.101177283,0
997,81 males,0.205960304,0,0.132370919,0,0.096797422,0,0.08478605,0,0.069303744,0,0.085298032,1,0.046941712,0,0.046617582,0,0.047897115,0,0.070106559,0,0.041119523,0,0.053267442,0,0.050212745,0,0.200396821,0,0.07778161,0,0.046069954,0,0.0667037,0,0.064082928,0,0.132657424,0,0.099769883,0
998,with the first st segment elevation acute anterior myocardial infarction,0.08947438,0,0.145145282,1,0.059888028,0,0.085892111,0,0.068063676,0,0.05343651,0,0.053772174,0,0.04950422,0,0.045075629,0,0.075950645,0,0.037047662,0,0.037878245,0,0.046020631,0,0.158983693,0,0.078615315,0,0.045312639,0,0.052654643,0,0.064056598,0,0.168853849,0,0.089291491,0
999,due to occlusion of the proximal left anterior descending artery lad who had undergone successful primary stented pci,0.069591627,0,0.120994866,0,0.052037023,0,0.0810754,0,0.080355138,0,0.051787201,0,0.061729476,1,0.055121131,0,0.042902589,0,0.078754403,0,0.036438663,0,0.036120966,0,0.043627512,0,0.140409783,0,0.087304704,0,0.052444942,0,0.051355887,0,0.069504373,0,0.251884341,0,0.101608574,0
1000,the safety and efficacy of intracoronary injection of autologous bone marrow derived mononuclear cells bmncs in patients with large acute anterior myocardial infarction and late presentation who were treated with successful primary pci,0.065117203,0,0.106030785,0,0.05407675,0,0.076251358,0,0.091601305,1,0.051821996,0,0.062302183,0,0.059288558,0,0.043200586,0,0.075380839,0,0.037194807,0,0.03793351,0,0.044475503,0,0.144839972,0,0.096043974,0,0.057973865,0,0.05288735,0,0.073990241,0,0.294269234,0,0.104223371,0
1001,were randomly assigned in a 2 1 ratio either to intracoronary bmncs injection n 17 or standard medical therapy n 10,0.105220169,0,0.111832909,0,0.07450223,0,0.067698941,0,0.08222717,0,0.056825928,0,0.046935432,0,0.049147833,0,0.049147256,0,0.059122682,0,0.036524646,0,0.049867496,0,0.058630612,0,0.552585304,0,0.10662508,1,0.050666019,0,0.0647268,0,0.074663974,0,0.117760397,0,0.083801486,0
1002,intracoronary infusion of bmncs in the infarct related coronary artery,0.063107513,0,0.109078057,0,0.049914952,0,0.073001489,0,0.084133931,0,0.04987951,0,0.059444163,0,0.051925868,0,0.040580966,0,0.07142736,0,0.034457952,0,0.034838114,0,0.041197978,0,0.167005718,1,0.091736399,0,0.051368657,0,0.050604034,0,0.067456163,0,0.24740316,0,0.097811274,0
1003,in the bmncs group insignificantly more dysfunctional segments showed improvement in contractile function as compared with the control group,0.065610364,0,0.095480144,0,0.058105323,0,0.082901105,0,0.106173202,0,0.06151532,0,0.073362082,0,0.064671889,0,0.047929153,0,0.084499076,0,0.040601563,0,0.043870933,0,0.047425717,0,0.148659065,0,0.103786834,0,0.067715831,0,0.059364308,0,0.082022168,0,0.384316772,1,0.121995077,0
1004,in patients with large acute anterior myocardial infarction and late presentation intracoronary infusion of bmncs in the infarct related coronary artery at a median of 9 days after primary pci does neither increase recovery of lv ejection fraction nor reduce lv volumes and infarct size at 4 months as compared with control subjects,0.064656056,0,0.105623841,0,0.053693991,0,0.07674548,0,0.090935692,0,0.053213868,0,0.062304705,0,0.058564954,0,0.04374231,0,0.076134257,0,0.037309296,0,0.038467161,0,0.044718742,0,0.148729786,0,0.095673114,0,0.057576459,0,0.053600341,0,0.073954195,0,0.303769261,1,0.106529094,0
1005,had a complicated pci,0.079293117,0,0.120729357,0,0.05184304,0,0.073259711,0,0.066542022,0,0.051646192,0,0.049905136,0,0.04459833,0,0.039377902,0,0.068057299,0,0.032906096,0,0.034963604,0,0.040179443,0,0.187199265,0,0.078965306,1,0.042535182,0,0.049137048,0,0.059018593,0,0.167793214,0,0.085054465,0
1006,thirty one previously untreated hypertensive patients,0.17210798,1,0.15748328,0,0.086773016,0,0.081567936,0,0.068352945,0,0.058303047,0,0.04386925,0,0.051138155,0,0.05284654,0,0.062458765,0,0.036703542,0,0.044908181,0,0.051237959,0,0.22005783,0,0.082466379,0,0.046212934,0,0.057090826,0,0.06647712,0,0.115576692,0,0.082288966,0
1007,17 healthy normotensive controls,0.112030655,1,0.13536334,0,0.068475083,0,0.075192265,0,0.062192041,0,0.051875364,0,0.042441145,0,0.044064607,0,0.044470947,0,0.061798707,1,0.033765517,0,0.040403027,0,0.045873757,0,0.250204206,0,0.080126062,0,0.040851265,0,0.053105723,0,0.06079109,0,0.117110237,0,0.078319028,0
1008,previously untreated hypertensive patients,0.110477895,0,0.145416811,0,0.066961013,0,0.08125411,0,0.06471733,0,0.053797107,0,0.047256779,0,0.046640486,0,0.045613315,1,0.066467382,0,0.035313915,0,0.03906795,0,0.046469394,0,0.192515373,0,0.076616444,0,0.04258728,0,0.053187735,0,0.063467994,0,0.134655684,0,0.082284182,0
1009,compare the effect of antihypertensive therapy with an angiotensin converting enzyme ace inhibitor and a beta blocker on brachial artery as well as small artery endothelium mediated relaxation,0.073525719,0,0.104829095,0,0.061084326,0,0.078305312,0,0.107099347,0,0.052402191,0,0.064518094,0,0.072210923,1,0.049632732,0,0.074603334,0,0.040267646,0,0.042908289,0,0.049699664,0,0.140740886,0,0.101972416,0,0.069267854,0,0.057033204,0,0.086163707,0,0.344477981,0,0.111473933,0
1010,antihypertensive medication,0.078076139,0,0.110604629,0,0.051534079,0,0.067385621,0,0.070376173,0,0.049281497,0,0.046874687,1,0.043158565,0,0.037923243,0,0.06027941,0,0.030948944,0,0.033636484,0,0.040397149,0,0.240114287,0,0.07834693,0,0.041876011,0,0.049453232,0,0.057517249,0,0.161525637,0,0.07780809,0
1011,the brachial artery measurements and subcutaneous biopsy were performed,0.079470508,0,0.102557093,0,0.051639438,0,0.061315723,0,0.077830024,0,0.051394481,0,0.045923047,0,0.043581974,0,0.038936097,0,0.056929465,0,0.031223841,0,0.035556857,0,0.042306043,0,0.375043213,1,0.090317778,0,0.043923195,0,0.053506035,0,0.061561361,0,0.149574906,0,0.076337256,0
1012,highresolution ultrasound acuson 128xp 10 with a 7 0 mhz linear array transducer mountain view california,0.087714769,0,0.106767051,0,0.061705712,0,0.063883901,0,0.078715488,0,0.05298176,0,0.045837503,0,0.046387974,0,0.043193314,0,0.058492724,0,0.033155061,0,0.040853888,0,0.048335839,0,0.460287541,1,0.095826708,0,0.046629261,0,0.058665548,0,0.065159723,0,0.129090026,0,0.078177966,0
1013,dependent on blood flow velocity in a non linear fashion and is impaired only at high hyperemic flow velocities in hypertensive patients,0.068494156,0,0.108779185,0,0.054509811,0,0.080104284,0,0.093366876,0,0.055342354,0,0.065212682,0,0.060702235,0,0.044465385,0,0.081494071,0,0.037950881,0,0.038589749,0,0.045088731,0,0.13667348,0,0.094012357,0,0.059290227,0,0.054861024,0,0.076417819,0,0.323001027,1,0.111584872,0
1014,fmd corr improved by antihypertensive treatment without a concomitant improvement in small artery endothelial function,0.069881253,0,0.099153951,0,0.059508976,0,0.08390215,0,0.109861746,0,0.058824293,0,0.070807479,0,0.069128744,0,0.049566709,0,0.082165837,0,0.041299578,0,0.044326164,0,0.048809063,0,0.143694654,0,0.101611115,0,0.070262283,0,0.059717726,0,0.084455363,0,0.388884723,1,0.119535044,0
1015,a non linear relationship between blood flow velocity and fmd corr in the brachial artery with attenuation of dilatation at higher flow velocities,0.067489259,0,0.102056637,0,0.055453554,0,0.078241579,0,0.098269433,0,0.05619109,0,0.065999411,0,0.061708819,0,0.045152847,0,0.079466566,0,0.037933778,0,0.040093526,0,0.045299161,0,0.144693628,0,0.09636806,0,0.061543193,0,0.055859972,0,0.077388182,0,0.341024339,1,0.112647898,0
1016,estimated fetal weight of 4 000 g or evidence of cephalopelvic disproportion,0.085816167,0,0.132952958,0,0.056993823,0,0.078705907,0,0.06963554,0,0.052649755,0,0.052568391,0,0.05101148,0,0.042587589,0,0.072808221,1,0.035672333,0,0.036026038,0,0.043687955,0,0.152857885,0,0.080325477,0,0.045281745,0,0.050674837,0,0.062684238,0,0.186745152,0,0.089566916,0
1017,pregnant women,0.132527366,0,0.124349006,0,0.073924303,0,0.079762094,0,0.06449113,0,0.068611227,1,0.047115091,0,0.044122867,0,0.04201385,0,0.067194209,0,0.03724565,0,0.041052341,0,0.043866824,0,0.191984668,0,0.073152207,0,0.0413233,0,0.056731056,0,0.058722816,0,0.128943115,0,0.082638733,0
1018,external fetal monitoring and external tocodynamometry used for a 20 minute period,0.085776247,0,0.106834695,0,0.061170906,0,0.065144815,0,0.079286799,0,0.053619698,0,0.046528526,0,0.045782305,0,0.042989645,0,0.060425345,0,0.034097601,0,0.041294634,0,0.049198817,0,0.473413289,1,0.096708708,0,0.045861017,0,0.059750937,0,0.067269996,0,0.125382319,0,0.078332774,0
1019,receive either oral or vaginal misoprostol,0.096878536,0,0.105688609,0,0.067620836,0,0.069074035,0,0.084967047,0,0.061645012,0,0.048998099,0,0.048039056,0,0.045990933,0,0.064124867,0,0.037411347,0,0.049079854,0,0.055802863,0,0.554293811,1,0.103666276,0,0.050375096,0,0.066854738,0,0.074656978,0,0.126629487,0,0.084334008,0
1020,continuous external fetal monitoring and external tocodynamometry,0.087477893,0,0.111353457,0,0.061419584,0,0.065868929,0,0.07652881,0,0.053430408,0,0.044822458,0,0.0448169,0,0.041929338,0,0.06039945,0,0.033720966,0,0.040226407,0,0.047162492,0,0.439367861,0,0.093045369,0,0.043991379,0,0.058457226,1,0.065204352,0,0.120757997,0,0.076228723,0
1021,fetal distress or induction failure,0.096024469,0,0.138455778,0,0.058963448,0,0.081944928,0,0.069223374,0,0.054973397,0,0.052939046,0,0.049184438,0,0.044652119,0,0.071165495,0,0.036653668,0,0.036560323,0,0.045280162,0,0.15518406,0,0.077141136,0,0.045213245,0,0.051267046,0,0.06437552,1,0.165767953,0,0.088774212,0
1022,some degree of fetal distress,0.089538924,0,0.130016744,0,0.056145154,0,0.08081311,0,0.072658807,0,0.056665652,0,0.05620696,0,0.052471466,0,0.043846827,0,0.073272988,0,0.0368261,0,0.036049876,0,0.043665208,0,0.136806399,0,0.080335781,0,0.04864388,0,0.049879666,0,0.066385664,1,0.196860164,0,0.096744202,0
1023,statistically significant different 3 and 4 respectively,0.067183197,0,0.102010824,0,0.052848347,0,0.074812166,0,0.086793087,0,0.056759592,0,0.063183114,0,0.05361858,0,0.040982164,0,0.075362898,0,0.035939049,0,0.037456304,0,0.0414542,0,0.150207147,0,0.090212956,0,0.054055136,0,0.051907431,0,0.07008373,1,0.274950176,0,0.108348794,0
1024,was approximately 5 hour sooner than the median time of the oral group p 0 01,0.06572815,0,0.106729485,0,0.048229408,0,0.071395837,0,0.074304327,0,0.051457923,0,0.054520499,0,0.04631814,0,0.038129747,0,0.069602527,0,0.032825503,0,0.034891043,0,0.039692406,0,0.192362383,0,0.083178177,0,0.045416374,1,0.050339498,0,0.061598234,0,0.215565518,0,0.090040848,0
1025,emergency cesarean section delivery,0.087791279,0,0.109363325,0,0.058574129,0,0.065326184,0,0.073536389,0,0.05262354,0,0.043604635,0,0.043091334,0,0.039914448,0,0.058469292,0,0.0322689,0,0.038113661,0,0.043930046,0,0.385727823,0,0.087560184,1,0.04162861,0,0.054864969,0,0.061396148,0,0.121933043,0,0.073992014,0
1026,abnormal uterine contractile patterns,0.081289664,0,0.130961418,0,0.053667966,0,0.080121249,0,0.071093678,0,0.052545194,0,0.054536976,0,0.04903464,0,0.041998897,0,0.0728686,0,0.034874894,0,0.035332743,0,0.042980183,0,0.158843875,0,0.07936763,0,0.04663438,0,0.05068735,0,0.064348325,1,0.186494216,0,0.091036901,0
1027,comparable in both groups,0.070588037,0,0.101681367,0,0.057111368,0,0.080499582,0,0.090943106,0,0.063046128,0,0.069712348,0,0.057943255,0,0.042935211,0,0.082325861,0,0.038087048,0,0.0394882,0,0.042473976,0,0.13561666,0,0.092763476,0,0.058264587,1,0.054623105,0,0.072877914,0,0.308160335,0,0.116935648,0
1028,909 patients,0.339621574,1,0.179343671,0,0.120427907,0,0.09116859,0,0.090174198,0,0.080504052,0,0.050916597,0,0.067787826,0,0.070429221,0,0.071803741,0,0.04632486,0,0.064231634,0,0.063909866,0,0.205728114,0,0.096186042,0,0.064517863,0,0.074753918,0,0.082231291,0,0.138040781,0,0.107103899,0
1029,84 days,0.190033808,0,0.138907701,0,0.092628665,0,0.077585876,0,0.066456981,0,0.066913493,0,0.042114805,0,0.045659266,0,0.046776555,0,0.061217289,0,0.036280945,0,0.047689725,0,0.050087482,0,0.239731833,1,0.081307612,0,0.044072669,0,0.061285011,0,0.06138584,0,0.114386328,0,0.084721923,0
1030,randomized to nebivolol 40 mg 147 patients 88 6 had their dosage increased from the initial 30 mg once daily to a 40 mg once daily dose and 19 patients remained at a 30 mg dose,0.093503907,0,0.105961926,0,0.064727955,0,0.064659134,0,0.081064351,0,0.05587602,0,0.046533097,0,0.046259869,0,0.045285899,0,0.059281398,0,0.034675695,0,0.046189759,0,0.053447075,0,0.521581471,1,0.099053644,0,0.04865538,0,0.062496558,0,0.071760759,0,0.132965147,0,0.0841152,0
1031,receive placebo or nebivolol 1 25 2 5 5 10 20 or 40 mg once daily,0.117191374,0,0.110521019,0,0.081782751,0,0.071638986,0,0.095374495,0,0.066805236,0,0.050993614,0,0.055054002,0,0.056012437,0,0.065426797,0,0.042000134,0,0.060468044,0,0.068980537,0,0.630328,1,0.118741252,0,0.059525542,0,0.073577382,0,0.086793371,0,0.127475426,0,0.094386585,0
1032,safety and tolerability comparable to placebo overall except at high doses with incidences of aes and withdrawal rates comparable to those of placebo over the duration of this trial,0.066295467,0,0.099826872,0,0.055591017,0,0.077850953,0,0.099495329,0,0.055906072,0,0.067128427,0,0.062131267,0,0.044224873,0,0.078856289,0,0.038296212,0,0.040295731,0,0.045356296,0,0.143993199,0,0.098303512,0,0.06211333,0,0.055656556,0,0.077736884,0,0.340657711,1,0.113852367,0
1033,once daily nebivolol is an effective antihypertensive agent in patients with mild to moderate hypertension,0.062661871,0,0.095800653,0,0.052327003,0,0.076217927,0,0.09643954,0,0.054067083,0,0.065965861,0,0.058431622,0,0.043045305,0,0.076535299,0,0.037192393,0,0.039312832,0,0.043757651,0,0.163689658,0,0.098245688,0,0.059894931,0,0.05599726,0,0.074597321,0,0.329952091,1,0.109347895,0
1034,whether knowledge of st segment analysis was associated with a reduction in operative deliveries for nonreassuring fetal statusor with a need for at least 1 scalp ph during labor,0.066795617,0,0.10806939,0,0.052652992,0,0.076758251,0,0.088652469,1,0.053116549,0,0.062775277,0,0.057670709,0,0.042731524,0,0.078541279,0,0.036355376,0,0.036878038,0,0.04361973,0,0.141999975,0,0.093080528,0,0.055938452,0,0.05289831,0,0.071822003,0,0.294876337,0,0.10808181,0
1035,seven hundred ninety nine women,0.330028147,1,0.177902937,0,0.12746951,0,0.089017496,0,0.090181887,0,0.080907702,0,0.050161697,0,0.065881401,0,0.068690255,0,0.069807887,0,0.046565924,0,0.06589555,0,0.064920187,0,0.217001632,0,0.096506812,0,0.062572092,0,0.076287992,0,0.08051087,0,0.13042438,0,0.104625314,0
1036,inclusion criteria abnormal cardiotocography or thick meconiumstained amniotic fluid,0.110140488,0,0.148571551,1,0.07183858,0,0.077226795,0,0.066139832,0,0.051709589,0,0.044414438,0,0.046743918,0,0.047126457,0,0.062896989,0,0.035214052,0,0.041991964,0,0.049367454,0,0.279862881,0,0.084710144,0,0.042277552,0,0.054971598,0,0.064994186,0,0.11250563,0,0.078046419,0
1037,e exclusion criteria were gestational age 36 weeks normal cardiotocography without deceleration during labor maternal infection contraindicating placement of scalp electrodes seropositive for hiv or hepatitis b or c cardiac malformation severe decelerations with variability reduced immediately on entry into the delivery room and refusal to participate,0.070260637,0,0.126951784,1,0.052102976,0,0.076334998,0,0.075266562,0,0.048229177,0,0.055007901,0,0.051906388,0,0.041747071,0,0.070690408,0,0.035121378,0,0.035098568,0,0.043761905,0,0.172193766,0,0.086633898,0,0.04869014,0,0.050540619,0,0.065473042,0,0.198421016,0,0.087543286,0
1038,ere assigned randomly to the intervention group or the control group,0.101553686,0,0.108657576,0,0.067816257,0,0.066522539,0,0.083648048,0,0.058600474,0,0.04733257,0,0.046981495,0,0.046471253,0,0.061346695,0,0.035946619,0,0.047849234,0,0.055018302,0,0.539063334,1,0.103017271,0,0.048548985,0,0.063687079,0,0.073280662,0,0.123439752,0,0.081643976,0
1039,rate of operative delivery for nrfs,0.062216923,0,0.101089098,0,0.052717067,0,0.076825686,0,0.086664431,0,0.054920826,0,0.065243579,0,0.054061048,0,0.040864915,0,0.077886701,0,0.035703424,0,0.036703676,0,0.04071426,0,0.151879638,0,0.092970751,1,0.053644963,0,0.052818723,0,0.068263002,0,0.272521943,0,0.105764873,0
1040,rate of operative delivery percentage of cases with at least 1 scalp ph test during labor and abnormal neonate outcome,0.070713677,0,0.121730238,0,0.053291038,0,0.079972386,0,0.077996619,0,0.052588485,0,0.0598947,0,0.053752609,0,0.042643171,0,0.077099666,0,0.036285318,0,0.035769891,0,0.043352824,0,0.141255587,0,0.087696955,1,0.050496276,0,0.050537571,0,0.066759273,0,0.228240401,0,0.098501563,0
1041,st segment analysis was not associated with a reduction in operative deliveries for nrfs,0.065190576,0,0.097400054,0,0.055361912,0,0.082471535,0,0.099874102,0,0.058613818,0,0.070977084,0,0.061877973,0,0.04589165,0,0.083156474,0,0.038473018,0,0.041417554,0,0.045555476,0,0.147241041,0,0.100170217,0,0.064060427,0,0.058201138,0,0.077981435,0,0.365339667,1,0.119210579,0
1042,the fewer scalp ph tests that are taken the fewer operative deliveries for fetal distress,0.066666029,0,0.109931581,0,0.050926574,0,0.076942846,0,0.084711589,0,0.05332242,0,0.062171955,0,0.054333948,0,0.041655585,0,0.077638447,0,0.035845719,0,0.036291976,0,0.042730641,0,0.144727498,0,0.090011582,0,0.053129036,0,0.052150127,0,0.069784977,0,0.277711898,1,0.105689533,0
1043,reduction in the rate of operative delivery for fetal distress in the stan group,0.063707314,0,0.098171145,0,0.056133613,0,0.082185671,0,0.10083811,0,0.058852762,0,0.07261721,0,0.062688448,0,0.044572897,0,0.083813719,0,0.038346767,0,0.040873431,0,0.043933459,0,0.142143026,0,0.097814098,0,0.063177645,0,0.057331327,0,0.077666007,0,0.350557029,1,0.118205279,0
1044,80 normotensive patients,0.185930684,1,0.162684321,0,0.087160088,0,0.080379196,0,0.069921248,0,0.058351066,0,0.043413825,0,0.052291322,0,0.052860484,0,0.06279555,0,0.036902931,0,0.046403181,0,0.052175131,0,0.226665527,0,0.085707113,0,0.048334897,0,0.059085529,0,0.068407796,0,0.117869228,0,0.081807412,0
1045,exclusion criteria were cardiac disease contraindications to anesthetics asthma renal insufficiency predicted difficulty in intubation or airway maintenance and pregnancy,0.076343976,0,0.125573114,1,0.053111777,0,0.076898634,0,0.08355888,0,0.050734315,0,0.0573419,0,0.056696635,0,0.042905565,0,0.072569124,0,0.036292925,0,0.036060814,0,0.045641948,0,0.140970916,0,0.087743983,0,0.052554373,0,0.051478732,0,0.070535518,0,0.24930492,0,0.098210812,0
1046,the control group n 20 received oral placebo iv 2 ml saline group c group g n 20 received oral 800 mg of gabapentin neurontin 400 mg capsule pfizer goedecke gmbh germany iv 2 ml saline group d n 20 received oral placebo iv 8 mg dexamethasone dekort amp 4 mg ml deva istanbul and group gd n 20 received 800 mg of gabapentin 8 mg of dexamethasone 1 h before surgery in the operating room,0.109732278,0,0.116171859,0,0.081805803,0,0.070063546,0,0.084819905,0,0.060565803,0,0.04891447,0,0.051127028,0,0.050601266,0,0.063242756,0,0.038614947,0,0.057552081,0,0.063992649,0,0.586510956,1,0.112673648,0,0.053079963,0,0.072484858,0,0.080483399,0,0.124501139,0,0.090852119,0
1047,crystalloid infusion was started through a 20 gauge iv cannula inserted in an appropriate antecubital vein,0.093987189,0,0.106163807,0,0.068753816,0,0.06831257,0,0.08202184,0,0.058482166,0,0.047515761,0,0.048164263,0,0.046513319,0,0.062442884,0,0.036527131,0,0.048606843,0,0.055793945,0,0.543405116,1,0.104363233,0,0.050103486,0,0.065103538,0,0.07347282,0,0.125517786,0,0.083621636,0
1048,infusion of remifentanil,0.089894727,0,0.10328114,0,0.063199915,0,0.068032317,0,0.082600527,0,0.058445025,0,0.04792754,0,0.046269584,0,0.043941852,0,0.062399223,0,0.035873365,0,0.045852147,0,0.052158594,0,0.522138119,1,0.098846681,0,0.048519466,0,0.063759692,0,0.070284776,0,0.131840765,0,0.083248518,0
1049,atracurium was given,0.095997885,0,0.101935677,0,0.064786144,0,0.067689821,0,0.077987842,0,0.060780376,0,0.045801982,0,0.044213116,0,0.04306018,0,0.061327443,0,0.034929365,0,0.047027308,0,0.051937524,0,0.507294238,1,0.095309086,0,0.04672052,0,0.063485779,0,0.068338521,0,0.128486022,0,0.083563514,0
1050,support the clinical utility of a gabapentin dexamethasone combination for postoperative pain,0.067283042,0,0.095378324,0,0.055840313,0,0.076893829,0,0.103077605,0,0.054379269,0,0.067214191,0,0.064575464,0,0.046039764,0,0.077159911,0,0.039106261,0,0.041523613,0,0.045920145,0,0.155610338,0,0.101379476,0,0.06514129,0,0.058491997,0,0.079801269,0,0.352889717,1,0.11324992,0
1051,gabapentin and dexamethasone administered together an hour before varicocele operation result in less laryngeal and tracheal intubation response better postoperative analgesia and less postoperative nausea and vomiting than the individual administration of each drug,0.061754089,0,0.097848207,0,0.046989135,0,0.066468962,0,0.087873332,0,0.0512552,0,0.056999989,0,0.049030386,0,0.039100081,0,0.065287873,0,0.033879057,0,0.034766749,0,0.04100211,0,0.238707796,0,0.095151745,0,0.051359233,0,0.053004831,0,0.066292763,0,0.24618268,1,0.091172524,0
1052,a decrease in the amount of remifentanil consumption in gabapentindexamethasone group more than in group gabapentin or dexamethasone,0.070697188,0,0.097587101,0,0.05726945,0,0.07670369,0,0.105319269,0,0.054236509,0,0.066432193,0,0.066934288,0,0.047803178,0,0.075382054,0,0.039743654,0,0.041714333,0,0.047645133,0,0.15494515,0,0.102259435,0,0.06704329,0,0.05783185,0,0.083209567,0,0.360788107,1,0.113845423,0
1053,evaluating the effect of dexamethasone or gabapentin dexamethasone on intubation,0.066850692,0,0.09845271,0,0.054219075,0,0.075650759,0,0.097893842,1,0.05337964,0,0.064947963,0,0.061446309,0,0.043989081,0,0.076423138,0,0.0378334,0,0.03917221,0,0.044517837,0,0.151222125,0,0.098707028,0,0.060388025,0,0.056379285,0,0.075730115,0,0.331374973,0,0.109712176,0
1054,male patients,0.143100008,0,0.127587229,0,0.079159774,0,0.085973307,0,0.064593188,0,0.077128164,1,0.050089385,0,0.045120604,0,0.044051342,0,0.071759582,0,0.038815767,0,0.044688281,0,0.045324944,0,0.178370461,0,0.072666362,0,0.042453058,0,0.060138475,0,0.061178021,0,0.135768995,0,0.092120439,0
1055,the prevalence of lower sexual activity and reduced satisfaction in patients who have undergone myocardial infarction mi or patients who had bypass surgery,0.070383556,0,0.117393963,0,0.051659279,0,0.078612827,0,0.082571916,1,0.052016269,0,0.05980438,0,0.054929517,0,0.042580046,0,0.075901374,0,0.036248222,0,0.036212534,0,0.043732222,0,0.141778439,0,0.086412683,0,0.05256889,0,0.051049374,0,0.070200138,0,0.254858881,0,0.10102696,0
