id,text,file_path,otreatment,opatient,iprocedure,iss,idiagnostic,podisease,prss,prdisease,poage,idiagnostictest,poss,idisease,posize,potreatment,pophyconditon,pogender,poprocedure,pomedhistory,prbehavior,poclinical
727,all patients were observed for 6 months,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.075953692,0.055907506,0.242168993,0.059351493,0.075815104,0.100401036,0.038070358,0.068304695,0.068563342,0.050814316,0.04987425,0.044090502,0.173290327,0.038111921,0.055766389,0.063242465,0.027059056,0.030299539,0.029518915,0.032738324
728,the incidence and severity of chronic heart failure heart rhythm disturbances exercise tolerance and quality of life were similar in both groups table 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.525623977,0.138924539,0.098684594,0.054044943,0.056448162,0.054083645,0.060198639,0.064340636,0.049825095,0.042088151,0.042152323,0.045708138,0.04022387,0.036227189,0.039079618,0.0380527,0.038410097,0.027858563,0.028096668,0.027313774
729,it was found that intracoronary injection of bone marrow mononuclear cells is safe ensures fixation of the injected cells in the myocardium reduces blood levels of il 1 and tnf increases the content insulin like growth factor and does not provoke malignant arrhythmias,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.641355932,0.152321368,0.100448176,0.054258756,0.061054144,0.057295572,0.072511055,0.078850329,0.049922664,0.044480331,0.044814456,0.049271658,0.043677554,0.037835017,0.042648312,0.044247605,0.046445787,0.028744064,0.02865845,0.030723065
730,thus intracoronary injection of bmmc in ami ensures penetration and fixation of cells in the myocardium without causing additional damage and provoking malignant arrhythmias,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16758644_element.csv,0.622444034,0.147469044,0.112134106,0.053339645,0.061254974,0.052307304,0.0720241,0.086813308,0.046594977,0.04310685,0.041542787,0.048559397,0.0436409,0.036517624,0.041072659,0.044132303,0.047458537,0.027116792,0.027353898,0.030883187
731,methods 20 patients admitted within 24 h after the onset of a first ami were randomly allocated to receive intracoronary autologous bmt n 10 or bone marrow supernatant controls n 10 immediately after primary percutaneous coronary intervention,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.059106465,0.05811454,0.61294508,0.065637656,0.091446422,0.091798954,0.043701213,0.085507862,0.062663518,0.052402377,0.040624194,0.04543205,0.188476682,0.034869459,0.062293619,0.078640379,0.03409072,0.029553575,0.032199524,0.042316418
732,bone marrow was harvested one day after successful pci for st elevation myocardial infarction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.075208567,0.055301059,0.348423451,0.050003149,0.070527516,0.074569516,0.040489856,0.06068521,0.054584019,0.046203721,0.040069122,0.037121739,0.081889488,0.028827809,0.043178104,0.045717008,0.023931064,0.026042564,0.024086613,0.026081849
733,objective to study whether emergent intracoronary autologous bone marrow cell transplantation bmt is applicable for the treatment of acute myocardial infarction ami,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.237822816,0.081714012,0.201474398,0.06290368,0.068908617,0.137151942,0.08525566,0.273033261,0.050081059,0.066880107,0.062822752,0.048851661,0.111092404,0.034840617,0.054181412,0.072751239,0.052674044,0.030618725,0.024221834,0.042788941
734,moreover emergent autologous bone marrow cell transfer does not increase the risk of adverse clinical events,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.621208012,0.153360739,0.096641354,0.05513788,0.060210738,0.057293098,0.069126353,0.071972646,0.050756507,0.043878615,0.045922779,0.049176347,0.042373229,0.038010571,0.042919558,0.042854711,0.044411797,0.02941265,0.029306887,0.030244417
735,in a previous randomised study wollert et al 8 showed that intracoronary transplantation of autologous bone marrow cells during the early postinfarction period within 4 8 days after symptom onset improved global lvef,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.636838317,0.156499967,0.095328979,0.05659781,0.061429292,0.055682253,0.070731282,0.072968401,0.051548313,0.046100546,0.044886243,0.049169611,0.041503135,0.038942821,0.041847046,0.04188551,0.046041273,0.030557534,0.029593244,0.029923096
736,conclusion emergent intracoronary transplantation of bone marrow mononuclear cells after ami is practicable and it improved cardiac function prevented myocardial remodelling and increased myocardial perfusion at six months follow up,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.650871456,0.15653193,0.097573556,0.054281432,0.062120505,0.056723937,0.073254891,0.080943391,0.050654702,0.044238914,0.04529262,0.050924916,0.044296931,0.038720839,0.043203343,0.045098923,0.047314927,0.028918136,0.029310862,0.031889122
737,no angina aggravation malignant diseases and substantial arrhythmias were found after pci and intracoronary bmt or bone marrow supernatant transfer either in hospital or during follow up,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16775089_element.csv,0.464579135,0.125911713,0.09696462,0.052711688,0.05568324,0.061235748,0.05754441,0.063927248,0.052137449,0.043448996,0.044626355,0.041962281,0.037891645,0.034409717,0.03704375,0.03590855,0.035949182,0.027229246,0.027162766,0.02517499
738,background and objective we have compared the effects of gabapentin on arterial pressure and heart rate at induction of anaesthesia and tracheal intubation in a randomized double blind study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.156757817,0.066396303,0.224114388,0.061217774,0.066093035,0.119661197,0.072182238,0.235192314,0.047343899,0.063807592,0.054566178,0.044514764,0.118788809,0.033347942,0.055107221,0.069865078,0.044843651,0.030158956,0.02405127,0.038963769
739,methods ninety nor motensive patients asa i undergoing elective surgery were divided into three groups of 30 patients each,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.061251462,0.052562289,0.613898158,0.066455357,0.084557362,0.092516512,0.043151222,0.08785779,0.059288207,0.056604356,0.042281803,0.04562794,0.20924148,0.035584711,0.061631978,0.079123184,0.03391891,0.032007545,0.032182381,0.044317689
740,patients received oral placebo group i 400 mg of gabapentin group ii or 800 mg of gabapentin group iii 1 h prior to surgery in the operating theatre,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.083090656,0.062903136,0.695804,0.064602293,0.079513654,0.06563054,0.055516824,0.073464446,0.053423297,0.057910256,0.039300893,0.048343342,0.100901894,0.034247596,0.049788009,0.059642021,0.034878124,0.032113317,0.029194642,0.04014723
741,one patient in group i and one patient in group ii received an increased inspired concentration of sevoflurane to treat hypertension,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.089357525,0.063078143,0.632469833,0.060804542,0.072802842,0.056370653,0.054489918,0.06175952,0.050747793,0.054808497,0.037472621,0.046866596,0.086264521,0.032562584,0.044467483,0.052764572,0.030487135,0.030113284,0.028017491,0.035578787
742,ephedrine 3 mg increments was administered for hypotension systolic arterial pressure sap 100 mmhg or a decrease of 30 from baseline values for 60 s and atropine in 300 g increments for bradycardia hr 45 beats min,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.075414084,0.061182756,0.634719968,0.06107593,0.077119432,0.065008067,0.054152243,0.063193761,0.055654816,0.059499953,0.041395992,0.046062704,0.084697492,0.033016153,0.047281001,0.053599279,0.030716665,0.032057956,0.028048163,0.035563335
743,in conclusion we have shown that given 1 h before operation gabapentin 800 mg blunted the arterial pressure and hr increase in the first 10 min due to endotracheal intubation,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.653536439,0.1612719,0.101028003,0.057643846,0.061872687,0.053929251,0.074396305,0.07292816,0.051019672,0.04644198,0.04456171,0.050580077,0.041638914,0.040176529,0.043024864,0.043755814,0.048299544,0.031922773,0.030695843,0.031805247
744,in addition in a recent fine study of gabapentin effect in rat hippocampus and neocortex the result suggested that gabapentin selectively inhibits ca in several clinical trials 29,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16805934_element.csv,0.645940602,0.148433477,0.102734096,0.05486276,0.062723003,0.057383817,0.07042364,0.084476382,0.050009467,0.046608269,0.045621082,0.047959484,0.044169731,0.037723485,0.041689079,0.043431126,0.046364564,0.029735181,0.027267396,0.030080516
745,patients were excluded if they had received previous chemotherapy for metastatic disease brain or bone metastases as the only site of disease a history of other cancers except in situ cervix cancer radically resected and nonmelanoma skin cancer prior history of cardiac disease or hypertension,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.099046841,0.068989679,0.119947746,0.078132257,0.088145517,0.330474943,0.056313302,0.095599525,0.16132763,0.074243009,0.138731837,0.058845997,0.134851336,0.050795104,0.09622293,0.091199927,0.046652436,0.044240162,0.048685074,0.040179957
746,patients may have received anthracycline and or taxane containing regimens as adjuvant chemotherapy and relapsed 12 months following the end of chemotherapy,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.088715382,0.060038816,0.240368783,0.057204053,0.067316011,0.111659519,0.050417986,0.062625788,0.070405304,0.052626465,0.063519083,0.04024148,0.066277415,0.032131605,0.05007083,0.043603055,0.029467911,0.032195721,0.026800022,0.026551541
747,eligible patients were women with untreated metastatic bc over expressing her 2 neu by the herceptrastuzumab was administered at the loading dose of 4 mg kg on day 1 as 90 min infusion followed by weekly doses of 2 mg kg given over 30 min,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.069648795,0.060169972,0.675869703,0.063405976,0.079984345,0.071252175,0.051412325,0.071682401,0.056396313,0.058102284,0.042060092,0.046107102,0.106870048,0.033810467,0.051153418,0.061403915,0.03200338,0.032397356,0.028776649,0.038873013
748,patients with peripheral neuropathy of grade 2 or pregnancy were also ineligible,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.1068165,0.069931082,0.102300376,0.076296747,0.085508011,0.291364849,0.05174857,0.085796796,0.152264893,0.07140103,0.123317398,0.059763517,0.145494923,0.051171407,0.090054497,0.087925144,0.04287811,0.04437222,0.047629438,0.039731883
749,the ecog performance status was 0 1 in 95 a and 36 cases 57 1 arm b treated with anthracyclines based regimens table 1,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.080004729,0.060920991,0.574434102,0.058615554,0.072895885,0.056026071,0.049125798,0.053228192,0.052759957,0.05481796,0.036049884,0.046047032,0.097562984,0.033002775,0.044766508,0.051543221,0.028193396,0.029328829,0.028501224,0.033537783
750,patients received weekly paclitaxel single agent 80 mg m 2 or combined with trastuzumab 4 mg kg loading dose then weekly 2 mg kg,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.093605325,0.067359775,0.705206394,0.065017641,0.07831049,0.063042231,0.058726322,0.076019928,0.053393282,0.061486945,0.041727129,0.050464153,0.091783375,0.034519676,0.049210798,0.059681512,0.038006753,0.033247493,0.02910082,0.041220337
751,the combined treatment was statistically significant superior for overall response rate orr 75 vs 56 9 p 0 037 particularly in the subset of ihc 3 patients 84 5 vs 47 5 p 0 00050,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16850247_element.csv,0.540187061,0.158793092,0.096720748,0.062045529,0.059166089,0.054446064,0.064152807,0.058871102,0.052455653,0.041448839,0.043082386,0.049859803,0.046074525,0.041493792,0.043290116,0.042658154,0.041033942,0.031538565,0.031620003,0.031035656
752,during this period 200 women who were admitted for labour induction and who fulfilled the study criteria i e,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.076410457,0.06176452,0.187864587,0.094095729,0.102271721,0.252897501,0.047390889,0.137794808,0.148337767,0.077865243,0.091883712,0.062339894,0.389837086,0.064021446,0.099363096,0.151301906,0.051465534,0.045556378,0.060065974,0.061505325
753,background induction of labour with misoprostol is often augmented with oxytocin with the possible consequence of uterine hypercontractility,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.409426987,0.106545255,0.116634153,0.0485177,0.053707335,0.05733867,0.057307228,0.081976883,0.046916593,0.040772285,0.04136556,0.038430776,0.039540283,0.02923969,0.03403908,0.035989203,0.034073163,0.023898384,0.022171948,0.024254285
754,women with a uterine scar parity 3 heart disease antepartum haemorrhage and severe hypertension were excluded,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.128098935,0.084085256,0.096227303,0.087251656,0.094104081,0.337684304,0.06368462,0.082751982,0.19100669,0.083092771,0.163039342,0.070199415,0.128140628,0.059054423,0.100096248,0.091018073,0.052051246,0.055014186,0.058153737,0.04621632
755,the aim of this study was to evaluate labour induction in women with an unfavourable cervix with oral misoprostol routinely followed by oxytocin and to compare it with oral misoprostol oxytocin augmentation if needed,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.188203454,0.070363618,0.20690383,0.056032486,0.062255774,0.103352904,0.071467057,0.214715034,0.044485457,0.059242062,0.052029289,0.042275324,0.093628727,0.030491065,0.04899719,0.060297497,0.042968113,0.029036723,0.021145178,0.035000272
756,methods a prospective randomised trial in which 200 women with an unfavourable cervix received either oral misoprostol 25 g every 3 h group 1 n 100 or two such doses routinely followed by oxytocin group 2 n 100,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.072481401,0.059589464,0.691381276,0.065482698,0.079915404,0.070021786,0.050869424,0.080514953,0.052196406,0.058913305,0.039479427,0.047562882,0.13230826,0.034064382,0.0528876,0.066818364,0.034726873,0.032584846,0.029754173,0.042017482
757,the rate of vaginal delivery within 24 h of induction was similar in both groups 75 with oral misoprostol 25 g every 3 h and 72 with misoprostol two doses plus routine oxytocin,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.173955634,0.07964959,0.281150997,0.05407235,0.059175599,0.046172537,0.050211087,0.051533952,0.047201827,0.048726641,0.033738829,0.039826959,0.046661194,0.030981956,0.033222873,0.035317246,0.026090359,0.027539849,0.024978425,0.024867199
758,group 1 n 100 received 25 g misoprostol 1 4 of a double scored 100 g tablet every 3 h without concomitant food to a maximum of six doses,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.089665689,0.066760927,0.710177004,0.067432582,0.080434933,0.060527977,0.05900621,0.069820412,0.053834103,0.06228783,0.039900169,0.052017152,0.099656641,0.034722533,0.05046507,0.061518863,0.036944993,0.032934848,0.030257804,0.041923493
759,result the improvement in bishop score with two misoprostol doses in all 200 women was highly significant 2 9 1 5 to 6 6 1 9 p 0 0001,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.588661015,0.153065175,0.108323969,0.057928573,0.06016501,0.050004441,0.067413345,0.065363631,0.049872246,0.04480619,0.041076332,0.048899543,0.041015781,0.038091697,0.041090921,0.04084691,0.042811617,0.030417785,0.029777015,0.029970324
760,as expected parity influenced the success of labour induction regardless of the regimen and multiparae had significantly smaller idis in either group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.601232708,0.15381898,0.096353404,0.056349225,0.06061573,0.054940976,0.065425612,0.065813608,0.050006866,0.044250254,0.044733372,0.048495099,0.043196745,0.039315049,0.042866398,0.041491643,0.042980395,0.030434258,0.029894715,0.029546898
761,it was observed that of the women needing oxytocin after receiving two doses of misoprostol 71 needed oxytocin within 4 6 h of misoprostol and the rest needed it after 6 h whereas among women who needed oxytocin 4 doses of misoprostol 72 required it after 6 h thus as the number of doses of misoprostol increased the proportion of women needing oxytocin augmentation at a later interval 6 h increased,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16866794_element.csv,0.450898021,0.124682605,0.127830476,0.052382469,0.054805472,0.048781209,0.057887848,0.058585793,0.046555065,0.039263465,0.036160886,0.042837717,0.03989587,0.033362258,0.037434932,0.036589086,0.035843369,0.026875269,0.026233634,0.025546672
762,background and purpose angiotensin receptor blocker arb based treatment reduces cardiovascular events and stroke more than does blocker based treatment despite similar blood pressure bp reduction,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.49173069,0.123810455,0.120797664,0.051455654,0.055540547,0.04954607,0.06190633,0.072870545,0.047119524,0.043996233,0.040107138,0.041795548,0.037097793,0.032352932,0.035090704,0.036281295,0.038110167,0.026183752,0.024936505,0.025847847
763,we investigated whether these treatments have different effects on cardiac and large artery remodelling and evaluated the relation of arterial remodelling to hemodynamic changes in subjects with hypertension,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.33033365,0.086702175,0.124303624,0.052018348,0.058674496,0.077014007,0.066423029,0.152147174,0.046363868,0.047379926,0.046131793,0.040708199,0.063220978,0.028840665,0.040218689,0.046863679,0.037240993,0.026855696,0.020095095,0.029560838
764,methods we compared the treatment effects of an arb candesartan cilexetil based regimen and a blocker atenolol based regimen for 52 weeks on common carotid artery cca and left ventricular structure in hypertensive patients in a randomized double blind study,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.062741213,0.050853435,0.492163837,0.056301951,0.070823416,0.07970541,0.044746213,0.107025817,0.047399998,0.055582006,0.036867037,0.040249139,0.127519965,0.031079251,0.050509188,0.061871007,0.028967842,0.029401753,0.025857767,0.035026655
765,eighty eight patients with uncontrolled essential hypertension 160 100 mm hg untreated 140 90 mm hg on treatment tonometry in the right common carotid artery cca with an spt 301 high fidelity strain gauge tonometer millar instruments inc houston tex,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.058016632,0.062838279,0.515204072,0.068694368,0.101036899,0.126011282,0.043286584,0.089156292,0.081223845,0.047192678,0.047800213,0.046132546,0.219753549,0.037463278,0.074634001,0.096256852,0.039038442,0.029330233,0.034800984,0.045167014
766,after a 4 week drug free period patients were randomized with minimization for ethnic origin sex age and left ventricular hypertrophy to receive either candesartan 8 to 16 mg once daily or atenolol 50 to 100 mg once daily,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.07798297,0.063089818,0.710062146,0.065140933,0.082482845,0.069509044,0.055821121,0.070112273,0.056840561,0.0609947,0.042593319,0.048919413,0.108117595,0.035537731,0.05262582,0.063549541,0.035639863,0.033595078,0.030386157,0.041337583
767,hydrochlorothiazide 12 5 to 25 mg once daily felodipine 5 to 10 mg once daily and doxazosin 4 to 16 mg once daily were added as required,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.100857571,0.069802821,0.701504052,0.065053239,0.07878992,0.059585299,0.061878923,0.069611199,0.053398028,0.059251733,0.041014172,0.052339993,0.085751697,0.034913246,0.049182761,0.058640625,0.037999466,0.032365337,0.029900717,0.041369759
768,results both candesartan and atenolol reduced intima media thickness and intima media area and increased distensibility to similar extents after 52 weeks of treatment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.646082282,0.158138767,0.098830417,0.057877772,0.061759062,0.054592952,0.072399437,0.071735382,0.051375989,0.046079133,0.045051038,0.051243652,0.042590369,0.040062394,0.043583356,0.043464556,0.045731552,0.031367488,0.031090006,0.031609841
769,however a small substudy of the life trial showed a significant decrease in carotid imt and ima with losartan therapy but not with atenolol therapy after 3 years of treatment,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.671584487,0.162187576,0.102513604,0.058121961,0.063624382,0.056442942,0.074786313,0.076066934,0.051036231,0.045064468,0.046130773,0.051746521,0.044628471,0.040556155,0.045258142,0.045589712,0.048482571,0.031443279,0.030504163,0.032644533
770,despite similar reductions in bp treatment with atenolol resulted in a lesser reduction in left ventricular mass index a decrease in lumen diameter and a reduction in carotid blood flow compared with candesartan,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.662243724,0.156944677,0.107429244,0.055774856,0.063179858,0.05643525,0.07432767,0.076049879,0.050147828,0.045881949,0.046666794,0.051187009,0.045144726,0.039296485,0.044926416,0.045913596,0.047141299,0.030613519,0.029955301,0.03210545
771,cbf was reduced by atenolol but there was no change in cbf in the candesartan group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16888272_element.csv,0.56777221,0.135793179,0.12767747,0.052878276,0.058226392,0.046733104,0.066033222,0.06674736,0.045570977,0.0440825,0.039158355,0.045576248,0.040360544,0.035220809,0.039102148,0.040097542,0.042312533,0.028218571,0.026917212,0.028069355
772,to compare the efficacy of two different dosages of oral misoprostol 50 and 100 mg with control in medical induction of labor for patients with prelabor rupture of membranes prom at term,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.110473827,0.058234673,0.284967512,0.064014226,0.070137382,0.121575862,0.060788453,0.221062794,0.046915058,0.062585741,0.049378108,0.042786267,0.147009328,0.0351464,0.059255872,0.077194922,0.041497093,0.029974582,0.026406499,0.040098242
773,one hundred chinese women with confirmed prom at 37 42 weeks of gestation were recruited,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.075819112,0.061379395,0.190878987,0.093630366,0.105798282,0.26766181,0.048164714,0.123066872,0.154138893,0.074333474,0.102567255,0.061980769,0.37447682,0.066837825,0.10756471,0.152454823,0.047093563,0.04659358,0.058377858,0.059240513
774,the envelope contained the study drug placebo 50 mg or 100 mg misoprostol for the subject,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.075942256,0.057902828,0.670720577,0.063116714,0.07627558,0.066395529,0.053311691,0.06803894,0.053126205,0.060175471,0.039640438,0.047980662,0.116487786,0.033843864,0.049463894,0.061365608,0.032007974,0.03251943,0.029556518,0.039280314
775,nursing staff helped to supervise and ensure that the patient took the medication every 4 h at onset of labor the patient was kept nil by mouth and given an intravenous infusion with two bottles of 500 ml dextrose 5 solution alternating with one bottle of 500 ml 0 9 normal saline solution every 6 h continuous fetal heart rate monitoring with ctg was started,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.090582862,0.067311756,0.687112212,0.063439034,0.076675378,0.063976593,0.055706564,0.072732195,0.053521458,0.059005056,0.039155941,0.047532372,0.087955169,0.034699582,0.048296515,0.058428325,0.034639776,0.03308443,0.027996412,0.038825389
776,twenty six women 81 had a vaginal delivery as compared with 28 85 and 29 88 in the misoprostol 50 mg and 100 mg groups respectively,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.099108048,0.071033545,0.172308579,0.066781737,0.076713502,0.109319396,0.037757862,0.056167044,0.083514124,0.048065335,0.051412966,0.046225064,0.15246889,0.044762705,0.056104269,0.059038483,0.02844795,0.034684237,0.032984816,0.034322288
777,thus while 100 mg oral misoprostol appeared more active than 25 mg by the intravaginal route 17 50 mg oral doses were less effective than the 25 mg vaginal doses 6,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.589996099,0.145861164,0.11928013,0.057618443,0.059998058,0.050930183,0.069012694,0.066773564,0.047442947,0.040971644,0.041242141,0.04796657,0.042736337,0.036830094,0.042369474,0.042367335,0.043047026,0.029267207,0.028553568,0.029942099
778,the subgroup analysis of primiparae showed that misoprostol had a statistically significant effect in reducing the labor duration prom till delivery interval and the number of patients not delivered by 24 h of prom,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.648786902,0.158812106,0.093367912,0.057114061,0.061903153,0.057246361,0.0702402,0.072694913,0.052367192,0.045268744,0.045989469,0.050329097,0.044875413,0.039676268,0.043529782,0.043713264,0.045354627,0.031469855,0.030139612,0.031305071
779,our results suggested that active misoprostol treatment could significantly accelerate the progression from prom to vaginal delivery within 24 h of prom,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16929421_element.csv,0.650753021,0.155122578,0.100335538,0.055082742,0.061356258,0.055375796,0.071541741,0.077178955,0.050906621,0.04513102,0.044615176,0.049976554,0.043233011,0.038768888,0.043034445,0.043803576,0.046535235,0.030456835,0.029346224,0.030917736
780,inclusion criteria were an age of 40 to 75 years the presence of st elevation myocardial infarction of the anterior wall and treatment with pci 2 to 12 hours after the onset of symptoms successful pci with stent implantation performed on the culprit lesion in the left anterior descending coronary artery proximal to the second diagonal branch three or more hypokinetic leftventricle segments observed on echocardiography and a creatine kinase mb level more than three times the upper reference value,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990383_element.csv,0.108337611,0.081301458,0.10621912,0.09247198,0.102003202,0.379779786,0.066364393,0.090788014,0.228520617,0.087469555,0.168525115,0.073418044,0.153699189,0.065086618,0.115980424,0.105986282,0.055693261,0.060031943,0.067808539,0.051048435
781,among all patients the mean age was 57 4 9 1 years the median time from the onset of symptoms to pci was 210 minutes interquartile range 180 to 330 and the median value for maximum creatine kinase mb was 369 g per liter interquartile range 220 to 444,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990383_element.csv,0.091580607,0.076581798,0.130206555,0.092073746,0.101782463,0.314725727,0.052447703,0.08155454,0.209036127,0.077174649,0.134615242,0.067928024,0.235782042,0.067650355,0.110199764,0.117261209,0.049104728,0.054486532,0.063657023,0.052954067
782,the aspirate was centrifuged on a ficoll density gradient to isolate the mononuclear cells which were washed and resuspended in heparin treated plasma,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990383_element.csv,0.120985597,0.06841106,0.533398092,0.054967027,0.066609189,0.046258915,0.052105259,0.055478498,0.045283791,0.048783001,0.032446846,0.044910785,0.065448493,0.030217053,0.03908607,0.04453145,0.029155822,0.027547166,0.026281841,0.030818734
783,after spect echocardiography and mri were performed at 6 months coronary angiography was carried out according to the standard protocol resulting in pci being performed for culpritlesion restenosis in eight patients in each group and coronary artery bypass grafting being performed in two patients in the mononuclear bmc group and one in the control group,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990383_element.csv,0.064574406,0.05434202,0.42417714,0.054252628,0.075380027,0.073297568,0.043711267,0.059821684,0.057363451,0.053390764,0.040231768,0.039998572,0.092618287,0.031158397,0.04714942,0.048636485,0.025310565,0.028840078,0.026109915,0.028857928
784,although the cell population that may be responsible for a regenerative effect has not yet been identified the level of circulating cd34 endothelial progenitor cells is predictive of future cardiovascular events 30 and bone marrow derived cd34 cells could be important for cardiovascular repair,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990383_element.csv,0.594890594,0.146479771,0.090316013,0.052421704,0.05958781,0.059527129,0.065360002,0.075123638,0.049927551,0.042736828,0.044032477,0.04661575,0.043420456,0.037123591,0.041577872,0.041701008,0.04331582,0.028193709,0.027485022,0.028417688
785,intracoronary cell injection was performed a median of 6 days interquartile range 5 to 6 after the acute pci,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990383_element.csv,0.097668745,0.064161427,0.389889657,0.053662859,0.068093412,0.054573964,0.049548216,0.053900588,0.051370274,0.051957309,0.035684876,0.040521733,0.062837787,0.030003764,0.038317017,0.040235471,0.025425678,0.027396455,0.02452351,0.026352074
786,in a multicenter trial we randomly assigned 204 patients with acute myocardial infarction to receive an intracoronary infusion of progenitor cells derived from bone marrow bmc or placebo medium into the infarct artery 3 to 7 days after successful reperfusion therapy,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.061415136,0.064054057,0.408381402,0.076841317,0.107511856,0.180797383,0.044139497,0.132561401,0.093478963,0.052716203,0.055972993,0.048232295,0.314029843,0.043402527,0.083941519,0.130572215,0.048024256,0.031374287,0.039452657,0.054169796
787,progenitor cells were isolated and enriched with the use of ficoll hypaque centrifugation procedures,F:\PythonProjects\SRTP-PICO-Classification\data\PICOElement\16990384_element.csv,0.153546005,0.074556433,0.217250511,0.051544614,0.060666401,0.056056887,0.048773732,0.057977956,0.049358554,0.04830274,0.038291287,0.03688243,0.046780776,0.028850699,0.034712624,0.034515131,0.025206074,0.026276758,0.022918567,0.022858379
