id,text,file_path,p,i,o
797,thus segments with the most severe impairment in contractility at baseline appear to derive the greatest benefit from bmc administration,F:\PythonProjects\TestFastBert\PICOElement\16990384_element.csv,0,0,1
798,since the study was carried out in 20 cities of russia in patients with ihd after hospital treatment because of ihd this panel can be considered representative and allows extrapolating results of the analysis on the whole given patient population,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,1,0,0
799,this study was a part of russian cooperative research physical training at the post hospital stage of rehabilitation after acute coronary incidents the results of which were partially published earlier 13 14,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,1,0,0
800,patients of the main group received moderate intensity pt 50 60 of the performed capacity by bicycle ergometry be test 3 times per week with duration of exercises from 45 minutes to 1 hour during 1 year,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,0,1,0
801,patients received standard medical therapy which included beta blocker acetylsalicylic acid or other antithrombotic drug as well as nitrate and ace inhibitor,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,0,1,0
802,some patients took lipid lowering drugs,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,0,1,0
803,all patients received beta blocker nitrate ace inhibitors and acetylsalicylic acid,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,0,1,0
804,patients were randomized into 2 groups in order of admittance next but one the main group n 197 and the control group n 195,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,1,0,0
805,be test results showed that exercise load duration and a hrwork ratio increased significantly after 1 year in the main group whereas no change in the control group was recorded table 2,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,0,0,1
806,physical work capacity increase was quite expected in the main group,F:\PythonProjects\TestFastBert\PICOElement\17076222_element.csv,0,0,1
807,men and women 18 to 80 years of age with newly diagnosed or treated essential hypertension entered a singleblind placebo run in period after which subjects with a sitting diastolic bp sidbp 95 to 114 mm hg and systolic bp sisbp 180 mm hg were eligible for randomization,F:\PythonProjects\TestFastBert\PICOElement\17161766_element.csv,1,0,0
808,study investigators representing 130 sites enrolled 2831 patients of whom 1571 were randomized,F:\PythonProjects\TestFastBert\PICOElement\17161766_element.csv,1,0,0
809,these low dose combinations include er metoprolol hct 25 12 5 50 6 25 and 50 12 5 mg table 4,F:\PythonProjects\TestFastBert\PICOElement\17161766_element.csv,0,1,0
810,serum potassium levels decreased with increasing doses of hct maximal mean change of 0 32 meq l with hct 25 mg and increased with higher doses of er metoprolol so that the combination reflected the sum of the effects mean change of 0 15 meq l with ermetoprolol hct 200 25 mg ie the blockade tended to blunt the hypokalemic effect of hct,F:\PythonProjects\TestFastBert\PICOElement\17161766_element.csv,0,1,1
811,because the effects of the drugs tend be additive across these dose ranges the data illustrate options for selecting lower dose combination therapies that are likely to be as effective as highdose monotherapies,F:\PythonProjects\TestFastBert\PICOElement\17161766_element.csv,0,0,1
812,this study was an investigation into 3 groups of patients who had a revascularized anterior wall ami and depressed left ventricular function i e ejection fraction 45,F:\PythonProjects\TestFastBert\PICOElement\17521544_element.csv,1,0,0
813,all 10 patients underwent a second cardiac catheterization 5 to 12 days after ami 7 2 days where intracoronary infusion of mnbmcs into the infarcted area was performed,F:\PythonProjects\TestFastBert\PICOElement\17521544_element.csv,0,1,0
814,in group i intracoronary infusion was carried out 7 2 days after ami,F:\PythonProjects\TestFastBert\PICOElement\17521544_element.csv,0,1,0
815,patients were randomly assigned to receive either an intracoronary infusion of autologous mononuclear bone marrow cells group i n 10 or systemic administration of granulocyte colony stimulating factor g csf group ii n 10 or to a control group group iii n 10,F:\PythonProjects\TestFastBert\PICOElement\17521544_element.csv,0,1,0
816,different studies 8 9 10 11 12 13 14 15 16 have shown that intracoronary infusion of bone marrow cells bmc in patients with ami results in favorable remodelling of the left ventricle lv and improvement in ejection fraction ef,F:\PythonProjects\TestFastBert\PICOElement\17521544_element.csv,0,0,1
817,intracoronary infusion of mononuclear bone marrow cells in patients with ami and poor ventricular function was associated with better short term functional recovery than previously reported,F:\PythonProjects\TestFastBert\PICOElement\17521544_element.csv,0,0,1
818,the study population consisted of 27 consecutive patients age 59 12 years 81 males with the first st segment elevation acute anterior myocardial infarction due to occlusion of the proximal left anterior descending artery lad who had undergone successful primary stented pci,F:\PythonProjects\TestFastBert\PICOElement\17572255_element.csv,1,0,0
819,therefore we designed a randomized study to test the safety and efficacy of intracoronary injection of autologous bone marrow derived mononuclear cells bmncs in patients with large acute anterior myocardial infarction and late presentation who were treated with successful primary pci,F:\PythonProjects\TestFastBert\PICOElement\17572255_element.csv,1,0,0
820,eligible patients were randomly assigned in a 2 1 ratio either to intracoronary bmncs injection n 17 or standard medical therapy n 10,F:\PythonProjects\TestFastBert\PICOElement\17572255_element.csv,0,1,0
821,this randomized study showed that in patients with large acute anterior myocardial infarction and late presentation intracoronary infusion of bmncs in the infarct related coronary artery at a median of 9 days after primary pci does neither increase recovery of lv ejection fraction nor reduce lv volumes and infarct size at 4 months as compared with control subjects,F:\PythonProjects\TestFastBert\PICOElement\17572255_element.csv,0,1,1
822,in the bmncs group insignificantly more dysfunctional segments showed improvement in contractile function as compared with the control group,F:\PythonProjects\TestFastBert\PICOElement\17572255_element.csv,0,0,1
823,he had a complicated pci followed by coronary artery bypass grafting and died 2 weeks later from sepsis and acute respiratory distress syndrome,F:\PythonProjects\TestFastBert\PICOElement\17572255_element.csv,0,1,0
824,thirty one previously untreated hypertensive patients were randomized in a double blind fashion to treatment with either the angiotensin converting enzyme ace inhibitor perindopril or the beta blocker atenolol and compared with 17 healthy normotensive controls,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,1,0,0
825,the aim of the present study was therefore twofold first to describe the relation between blood flow velocity and brachial artery fmd and second to compare the effect of antihypertensive therapy with an angiotensin converting enzyme ace inhibitor and a beta blocker on brachial artery as well as small artery endothelium mediated relaxation,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,1,0,0
826,previously untreated hypertensive patients were recruited from general practitioners and the outpatient clinic,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,1,0,0
827,furthermore the present study is the first direct comparison of antihypertensive medication on large and small artery endothelial function in the same population of patients,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,1,0,0
828,after inclusion the patients entered a period of 3 4 weeks with placebo treatment during which the brachial artery measurements and subcutaneous biopsy were performed see below,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,0,1,0
829,patients were then randomly assigned to treatment with either changes in right brachial artery diameter in response to reactive hyperemia were measured using highresolution ultrasound acuson 128xp 10 with a 7 0 mhz linear array transducer mountain view california as previously described 12 13 14,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,0,1,0
830,a main novel finding of the present study is that fmd corr of the brachial artery is dependent on blood flow velocity in a non linear fashion and is impaired only at high hyperemic flow velocities in hypertensive patients,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,0,0,1
831,furthermore we found that fmd corr improved by antihypertensive treatment without a concomitant improvement in small artery endothelial function,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,0,0,1
832,overall our data demonstrate a non linear relationship between blood flow velocity and fmd corr in the brachial artery with attenuation of dilatation at higher flow velocities,F:\PythonProjects\TestFastBert\PICOElement\17612909_element.csv,0,0,1
833,exclusion criteria included 1 estimated fetal weight of 4 000 g or evidence of cephalopelvic disproportion 2 parity of 6 3 previous cesarean delivery or history of uterine incision 4 any contraindication to vaginal delivery such as placenta previa vasa previa and active genital herpes simplex infection 5 evidence of chorioamnionitis as determined by maternal temperature 100 4 f and the presence of either uterine tenderness or foul smelling amniotic fluid or both 6 any contraindication for prostaglandin use eg,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,1,0,0
834,material and method this study was a randomized double blind controlled trial conducting in pregnant women admitted at delivery room pregnancies at 37 weeks gestation who had indication for labor induction with unfavorable cervix were randomly divided into a group of single dose of 50 g misoprostol orally or 25 g misoprostol vaginally,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,1,0,0
835,inclusion criteria were 1 singleton gestation in a cephalic presentation 2 reassuring fetal heart rate fhr pattern 3 unfavorable cervix was defined as bishop score of 6 next early morning 6 am day 1 for uterine contraction and reassuring fetal heart rate fhr pattern with external fetal monitoring and external tocodynamometry used for a 20 minute period,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
836,of those women who obtained bishop score 6 were randomized to receive either oral or vaginal misoprostol,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
837,continuous external fetal monitoring and external tocodynamometry ohaus model ap210s were used in all women,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
838,the indications for cesarean section were either fetal distress or induction failure was defined as failure to achieve a cervical dilatation of 4 cm after oxytocin augmentation on day 2 and arrest disorder of labor,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
839,the fetus from these women developed some degree of fetal distress but all were recovered to maternal resuscitation with intravenous fluid and oxygen administration,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
840,at 6 hours after misoprostol administration the median cervical changes of women who received oral or vaginal misoprostol were statistically significant different 3 and 4 respectively,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
841,the median time interval from initiation of labor induction to vaginal delivery of the women in the vaginal group was approximately 5 hour sooner than the median time of the oral group p 0 01,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
842,emergency cesarean section delivery were performed in seven women three in the oral group and four in the vaginal group,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
843,only three women in vaginal group developed abnormal uterine contractile patterns while no such event occurred in the oral group,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
844,the median 5 and 10 minutes apgar scores were comparable in both groups and the number of neonatal resuscitation were similar,F:\PythonProjects\TestFastBert\PICOElement\17722318_element.csv,0,1,0
845,a total of 909 patients were randomized to receive placebo or nebivolol 1 25 2 5 5 10 20 or 40 mg once daily for up to 84 days,F:\PythonProjects\TestFastBert\PICOElement\17786067_element.csv,1,1,0
846,of the 166 patients randomized to nebivolol 40 mg 147 patients 88 6 had their dosage increased from the initial 30 mg once daily to a 40 mg once daily dose and 19 patients remained at a 30 mg dose,F:\PythonProjects\TestFastBert\PICOElement\17786067_element.csv,0,1,0
847,nebivolol treatment also showed safety and tolerability comparable to placebo overall except at high doses with incidences of aes and withdrawal rates comparable to those of placebo over the duration of this trial,F:\PythonProjects\TestFastBert\PICOElement\17786067_element.csv,0,0,1
848,the results of the present dose ranging study indicate that once daily nebivolol is an effective antihypertensive agent in patients with mild to moderate hypertension,F:\PythonProjects\TestFastBert\PICOElement\17786067_element.csv,0,0,1
849,objective the purpose of this study was to assess whether knowledge of st segment analysis was associated with a reduction in operative deliveries for nonreassuring fetal status nrfs or with a need for at least 1 scalp ph during labor,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,1,0,0
850,study design seven hundred ninety nine women at term with abnormal cardiotocography or meconium stained amniotic fluid 7 were assigned randomly to the intervention group cardiotocography stan or the control group cardiotocography in 2 university hospitals in strasbourg france,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,1,1,0
851,the population consisted of women in labor with a term 36 gestational weeks singleton fetus in cephalic presentation who met the following inclusion criteria abnormal cardiotocography or thick meconiumstained amniotic fluid 7 during labor,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,1,0,0
852,the exclusion criteria were gestational age 36 weeks normal cardiotocography without deceleration during labor maternal infection contraindicating placement of scalp electrodes seropositive for hiv or hepatitis b or c cardiac malformation severe decelerations with variability reduced immediately on entry into the delivery room and refusal to participate,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,1,0,0
853,the principal outcome measure was rate of operative delivery assisted vaginal birth or cesarean delivery for nrfs,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,0,1,0
854,secondary outcome criteria were total rate of operative delivery irrespective of cause percentage of cases with at least 1 scalp ph test during labor and abnormal neonate outcome ph 7 05 or bd ecf 12 mmol l or 5 minute apgar score 7 or neonatal intensive care unit admission or convulsions or neonatal death,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,0,1,0
855,conclusion in a population with abnormal cardiotocography in labor cardiotocography combined with st segment analysis was not associated with a reduction in operative deliveries for nrfs,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,0,0,1
856,analysis of these trials suggests that the rate of scalp ph testing in the cardiotocography group appears to determine whether the rate of operative delivery for fetal distress decreases with st segment analysis the fewer scalp ph tests that are taken the fewer operative deliveries for fetal distress,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,0,0,1
857,the swedish trial of 4966 women in high risk labor in 3 major obstetrics departments found a significant but nonetheless somewhat small reduction in the rate of operative delivery for fetal distress in the stan group compared with the cardiotocography group 9 8 p 047,F:\PythonProjects\TestFastBert\PICOElement\17826428_element.csv,0,0,1
858,after obtaining the approval of the institutional ethics committee trakya university edirne turkey and written consent of the patients 80 normotensive patients asa physical status i undergoing elective varicocele surgery were randomly assigned to four groups of 20 patients each,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,1,0,0
859,exclusion criteria were cardiac disease contraindications to anesthetics asthma renal insufficiency predicted difficulty in intubation or airway maintenance and pregnancy,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,1,0,0
860,the control group n 20 received oral placebo iv 2 ml saline group c group g n 20 received oral 800 mg of gabapentin neurontin 400 mg capsule pfizer goedecke gmbh germany iv 2 ml saline group d n 20 received oral placebo iv 8 mg dexamethasone dekort amp 4 mg ml deva istanbul and group gd n 20 received 800 mg of gabapentin 8 mg of dexamethasone 1 h before surgery in the operating room,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,1,0
861,after the patients had been taken to the operating room crystalloid infusion was started through a 20 gauge iv cannula inserted in an appropriate antecubital vein and the mean arterial blood pressure map heart rate hr and peripheral oxygen saturation spo 2 were monitored,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,1,0
862,after 3 min of administration of oxygen induction of anesthesia was achieved in all patients with a continuous infusion of remifentanil 0 5 g kg 1 min 1 followed by propofol 2 mg kg,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,1,0
863,then 0 5 mg kg atracurium was given to facilitate tracheal intubation and to maintain neuromuscular blockade monitored by train of four stimulation with a peripheral nerve stimulator,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,1,0
864,this trial provides empirical evidence to support the clinical utility of a gabapentin dexamethasone combination for postoperative pain,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,0,1
865,the above mentioned results indicate that gabapentin and dexamethasone administered together an hour before varicocele operation result in less laryngeal and tracheal intubation response better postoperative analgesia and less postoperative nausea and vomiting than the individual administration of each drug,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,0,1
866,this study also demonstrated a decrease in the amount of remifentanil consumption in gabapentindexamethasone group more than in group gabapentin or dexamethasone,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,0,0,1
867,in our literature search we failed to find any study evaluating the effect of dexamethasone or gabapentin dexamethasone on intubation,F:\PythonProjects\TestFastBert\PICOElement\17898401_element.csv,1,0,0
868,male patients age 70 years who underwent recent mi or cabg and admitted to a phase 2 multidisciplinary cardiac rehabilitation program in the shaare zedek medical center jerusalem,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,1,0,0
869,the prevalence of lower sexual activity and reduced satisfaction in patients who have undergone myocardial infarction mi or patients who had bypass surgery coronary artery bypass graft cabg is reported to be significantly high 1 2 3 4 5 6 7 8 9,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,1,0,0
870,the patients age ranged between 33 and 70 years 21 were 33 49 37 50 59 42 60 70 years of age mean 58 years old cabg coronary artery bypass graft dm diabetes mellitus htn hypertension mi myocardial infarction pvd peripheral vascular disease,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,1,0,0
871,a powerpoint presentation was introduced to educate the patients about the issues related to sexual activity in general and after mi and cabg in particular including a review of the current effective interventions,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,0,1,0
872,the therapists used cognitive behavioral techniques provided more assignments and instructions and directed the patients to additional medical checks and when appropriate prescribed sildenafil which were the only relevant available drugs in israel at the time of the study,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,0,1,0
873,furthermore it seems that the increased confidence in erection among treated patients was another aspect of the reduction in stress and performance anxiety although patients still experienced appropriate state anxiety given their medical situation,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,0,0,1
874,our findings suggest that information about the limited risks involved in sexual activity and guidance and support through the return to normal sexual activity can speed this process,F:\PythonProjects\TestFastBert\PICOElement\17925627_element.csv,0,0,1
875,between may 2003 anddecember 2006 patients aged 40 years or older with a minor stroke as defi ned by a us national institutes of health stroke scale nihss score of 3 or less at the time of randomisation or tia within 24 h of onset were eligible for enrolment,F:\PythonProjects\TestFastBert\PICOElement\17931979_element.csv,1,0,0
876,3101 patients with suspected tia or ischaemic stroke presenting within 24 h of symptom onset were screened at 18 centres for study enrolment among which 288 9 3 of the screened population were excluded for failure to meet an inclusion criterion and 2417 77 9 were excluded for meeting an exclusion criterion table 1,F:\PythonProjects\TestFastBert\PICOElement\17931979_element.csv,1,0,0
877,in addition weakness or speech disturbance dysarthria or all patients were given 81 mg aspirin daily for the study duration with a loading dose of 162 mg if they were naive to aspirin before study enrolment,F:\PythonProjects\TestFastBert\PICOElement\17931979_element.csv,1,1,0
878,systems of care have been forced to become more responsive with the evidence that selected patients who receive thrombolysis with alteplase recombinant tissue plasminogen activator rt pa within 3 h of the onset of ischaemic stroke have an increased chance of excellent functional outcome,F:\PythonProjects\TestFastBert\PICOElement\17931979_element.csv,0,1,0
879,in addition patients were randomly assigned in a 2 2 factorial design to either placebo or 300 mg clopidogrel loading dose immediately followed by 75 mg clopidogrel daily and to placebo or 40 mg simvastatin immediately followed by 40 mg daily in the evening,F:\PythonProjects\TestFastBert\PICOElement\17931979_element.csv,0,1,0
880,the complementary meta analysis showed borderline signifi cant risk reduction of 34 of using the combination of aspirin and clopidogrel over either drug used as monotherapy for the combined outcome of all stroke tia acute coronary syndrome and all cause death,F:\PythonProjects\TestFastBert\PICOElement\17931979_element.csv,0,0,1
881,inclusion criteria for the trial were confirmed diagnosis of adpkd age 18 65 years evidence for hypertension casual bp 140 90 mm hg and or presence of an antihypertensive medication and serum creatinine 4 0 mg dl,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,1,0,0
882,exclusion criteria were as follows serum creatinine 4 0 mg dl myocardial infarction or cerebrovascular accident in the past 12 months known intolerance to study medication pregnancy or females without contraception evidence for severe hepatic disease use of immunosuppressants or non steroidal anti inflammatory drugs nsaids congestive heart failure alcohol abuse or consumption of narcotics the presence of a malignant disease or noncompliance of the subjects,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,1,0,0
883,the analysis was based on the 37 patients who completed the 3 year follow up,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,1,1,0
884,the maximum doses were 5 mg day for ramipril and 100 mg day for metoprolol,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,0,1,0
885,after the washout period patients received either 2 5 mg ramipril or 50 mg metoprolol per day,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,0,1,0
886,thus treatment of hypertension with ace inhibitors may be optimal for delaying renal disease progression in adpkd,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,0,0,1
887,thus rigorous bp control seems to be capable of ameliorating renal organ damage irrespective of the type of antihypertensive drug i e,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,0,0,1
888,in conclusion no beneficial effect of the ace inhibitor ramipril compared with the blocker metoprolol with respect to renal disease progression cardiac structure as assessed by lvmi or urinary albumin excretion was detected in hypertensive adpkd patients,F:\PythonProjects\TestFastBert\PICOElement\17984104_element.csv,0,0,1
889,methods and results the study group comprised 353 patients with ami who had plasma total cholesterol levels of 200 250 mg dl and triglyceride levels 300 mg dl,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,1,0,0
890,the ami patients are included in the study if the serum level of tc was between 200 and 250 mg dl and that of triglycerides did not exceed 300 mg dl,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,1,0,0
891,considering the number of patients who were excluded we set the number at 175 patients for each group,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,0,1,0
892,of the 2 560 patients screened 353 patients were enrolled 176 were randomly assigned to receive pravastatin and 177 were randomly assigned to receive standard ami therapy without pravastatin fig 1,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,0,1,0
893,the patients were randomly assigned to either receive pravastatin 10 mg daily n 176 or not n 177,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,0,1,0
894,conclusion for patients with ami early and low dose pravastatin therapy 10 mg daily reduces recurrent major adverse cardiac events mostly the requirement for revascularization,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,0,0,1
895,therefore we think that the oacis lipid trial entered relatively stable or low risk patients as did the miracl and prove it timi 22 trials and hence showed positive results,F:\PythonProjects\TestFastBert\PICOElement\18159093_element.csv,0,0,1
896,objective to compare the efficacy and safety of ti trated oral misoprostol and vaginal misoprostol for labor induction,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,1,0,0
897,a total of 220 women were enrolled in the study,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,1,0,0
898,thirteen women were excluded because they requested and underwent cesarean deliveries without medical indications or had epidural analgesia during the course of labor,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,1,0,0
899,the titrated oral misoprostol group received a basal unit of 20 ml misoprostol solution 1 mcg ml every 1 hour for four doses and then were titrated against individual uterine response,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,1,0
900,methods women between 34 and 42 weeks of gestation with an unfavorable cervix bishop score less than or equal to 6 and an indication for labor induction were randomly assigned to receive titrated oral or vaginal misoprostol,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,1,0,0
901,women assigned to the vaginal misoprostol group received 25 mcg every 4 hours until attaining a more favorable cervix bishop score greater than or equal to 7 or adequate uterine activity greater than or equal to three contractions in 10 minutes or entering active labor,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,1,0
902,the secondary measures used to evaluate efficacy or safety included total dosage of misoprostol rate of women given oxytocin cesarean delivery and induction failure neonatal outcomes including lower apgar score less than 7 at 5 minutes and admittance to the neonatal unit,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,1,0
903,women assigned to the titrated oral route were induced with a basal unit of 20 ml misoprostol solution 1 mcg ml prepared as described above,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,1,0
904,ten of these women received tocolysis and four of them underwent urgent delivery by cesarean method,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,1,0
905,conclusion titrated oral misoprostol is associated with a lower incidence of uterine hyperstimulation and a here are many indications for term labor inductions including postterm pregnancy preeclamp sia diabetes mellitus oligohydramnios intrauterine fetal growth restriction and abnormal antepartum fetal surveillance results,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,0,1
906,the most important finding of this study was the significantly lower cesarean delivery rate in the women who received the titrated oral misoprostol regimen,F:\PythonProjects\TestFastBert\PICOElement\18165400_element.csv,0,0,1
907,aims to investigate the effects of exercise training et on left ventricular lv volumes cardiopulmonary functional capacity and n terminal pro brain natriuretic peptide nt probnp levels in postinfarction patients with moderate lv dysfunction,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,1,0,0
908,eighty one consecutive patients immediately after acute st elevation mi were screened for inclusion into the study,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,1,0,0
909,we excluded patients with residual myocardial ischemia severe ventricular arrhythmias atrio ventricular block valvular disease requiring surgery pericarditis and severe renal dysfunction i e,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,1,0,0
910,group t patients were enroled in a 6 month exercise based cardiac rehabilitation programme whereas group c patients were discharged with generic instructions to maintaining physical activity and a correct lifestyle and were seen only at 6 months,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,1,0
911,at entry and at 6 month follow up all patients underwent doppler echocardiography and cardiopulmonary exercise test and completed a questionnaire for evaluation of leisure time physical activity 18,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,1,0
912,nt probnp assay doppler echocardiography and cardiopulmonary exercise test were performed upon enrolment and at sixth months,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,1,0
913,all patients underwent an incremental cardiopulmonary exercise on a bicycle ergometer with a ramp protocol of 15 w min continued until exhaustion,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,1,0
914,in both groups et was associated with a fall in nt probnp but 6 month nt probnp plasma levels were higher in group c compared with group t patients,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,0,1
915,at each level of baseline nt probnp plasma levels 6 month lvedvi changes were lower in group t compared with group c patients fig,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,0,1
916,in conclusion 6 month et early after mi in patients with moderate lv systolic dysfunction induces a reverse lv remodelling correlated with a significant reduction in nt probnp plasma levels and an improvement in functional capacity lvef and early lv diastolic filling,F:\PythonProjects\TestFastBert\PICOElement\18277196_element.csv,0,0,1
917,methods a randomised controlled study was performed in sweden between 2004 and 2006 in thirty seven patients five women with stable coronary artery disease cad age 63 6 6 9 years randomised to either high frequency exercise or control group,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,1,0,0
918,the inclusion criteria were coronary artery stenosis documented by angiograhpy or previous coronary artery bypass grafting classes i iii angina pectoris classified according to the canadian cardiovascular society 14,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,1,0,0
919,in stable coronary artery disease endothelial dysfunction plays a major role in the pathogenesis of exercise induced angina pectoris 3,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,1,0,0
920,the patients in the training group were asked to exercise at home on a bicycle ergometer monark 915e monark exercise ab varberg sweden for 30 min including a 10 min warm up and a 5 min cool down 5 days a week for 8 months,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,0,1,0
921,twice a week the training patients were allowed exchanging cycling for an equivalent exercise such as jogging or swimming,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,0,1,0
922,it consisted of group based lifestyle education and aerobic as well as resistance exercise twice a week during 4 6 months,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,0,1,0
923,the patients performed the resistance exercise 3 times a week each exercise with 3 sets of 10 repetitions with intensity level of 75 of 1 repetition maximum,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,0,1,0
924,the patients in the training group performed three endurance resistance exercises and trained on a cycle ergometer 30 min 5 times a week for 8 months at 70 of vo 2max,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,0,1,0
925,virtually all patients improved their hrqol score after pci in this study which is in line with another study that presented better hrqol in patients receiving pci compared with medical treatment 30,F:\PythonProjects\TestFastBert\PICOElement\18372218_element.csv,0,0,1
926,objective the objective of this 3 year randomized multicenter double blind placebo controlled study was to compare true gfr decline measured by yearly 51 cr edta blood clearance in nondiabetic non nephrotic adult hypertensive patients with estimated creatinine clearance of 20 to 60 ml min 1 73 m 2 when randomized to a ccb amlodipine 5 10 mg d or an acei enalapril 5 20 mg d,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,1,0,0
927,nondiabetic adult patients aged 18 to 80 years with estimated creatinine clearance of 20 to 60 ml min 1 73 m 2 cockcroft gault were selected for study inclusion,F:\PythonProjects\TestFastBert\PICOElement\18405787_element.csv,1,0,0
